codigo;nome do produto;sexo;tamanho;cor;imagem;quantidade;valor de custo;perc lucro;valor de venda
657;"Kit Casaco Gorro e Sapato";Unisex;RN - Recém Nascido;verde;WhatsApp Image 2021-12-11 at 18_12_56 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciKLz4dPy3aFOP5/fldknrxBWGyUjOsAV/attlV3SeL7jksAPox);1;R$17.58;124%;R$39.90
658;"Kit Casaco Gorro e Sapato";Unisex;RN - Recém Nascido;Amarelo;WhatsApp Image 2021-12-11 at 18_12_57 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLQPiXNj8TXzvJz/fldknrxBWGyUjOsAV/attPRmhasAaNXVW62);1;R$17.58;124%;R$39.90
659;"Kit Casaco Gorro e Sapato";Feminino;RN - Recém Nascido;Rosa;WhatsApp Image 2021-12-11 at 18_12_58.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMvZcCHjrqRHw6m/fldknrxBWGyUjOsAV/attos2VoypVUrQp5a);1;R$17.58;124%;R$39.90
660;"Kit Casaco Gorro e Sapato";Unisex;RN - Recém Nascido;VERMELHO;WhatsApp Image 2021-12-11 at 18_12_58 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recANuzIWYKQ4VST5/fldknrxBWGyUjOsAV/attPtkBqXRDklLtZd);1;R$17.58;124%;R$39.90
667;"Saída Maternidade Happy";Feminino;P - Bebê;Rosa;WhatsApp Image 2021-12-11 at 18_12_56 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recKl43eUX5l4UrjH/fldknrxBWGyUjOsAV/attpub2vg8rRgllFt);1;R$122.04;75%;R$214.90
668;"Saída Maternidade Baby";Unisex;P - Bebê;Amarelo;WhatsApp Image 2021-12-11 at 18_13_01 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recUDjxIUKiP8Xvah/fldknrxBWGyUjOsAV/attEssO7A5CJZ45Ks);1;R$92.20;75%;R$161.90
669;"Saída Maternidade Baby";Unisex;P - Bebê;verde;WhatsApp Image 2021-12-11 at 18_12_56 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrwrlkPtQd9mJlX/fldknrxBWGyUjOsAV/attQlgZocA62UY4wx);1;R$92.20;75%;R$161.90
670;"Saída Maternidade Elefante Algodão 6 peças";Unisex;RN - Recém Nascido;Amarelo;WhatsApp Image 2021-12-11 at 18_13_00 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recK09kYwYLwENKlc/fldknrxBWGyUjOsAV/att2wZN3nUSUOd9eB);1;R$76.40;75%;R$134.90
675;Saída Maternidade Bolotas;Feminino;P - Bebê;Roxo;WhatsApp Image 2021-12-11 at 18_13_25 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6katGqEx5JTN3E/fldknrxBWGyUjOsAV/attQta3vwFws2PeGJ);1;R$109.19;75%;R$191.90
679;Saída Maternidade Madri Bordado Urso;Masculino;P - Bebê;verde;WhatsApp Image 2021-12-11 at 18_13_02.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDuPNHPw3Z38AzV/fldknrxBWGyUjOsAV/attz9o84i7xic9w8R);1;R$125.97;74%;R$219.90
688;Saída Maternidade Madri Bordado Urso;Masculino;P - Bebê;Azul Marinho;WhatsApp Image 2021-12-11 at 18_12_57.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech2Y0BtP1nVpyBR/fldknrxBWGyUjOsAV/attfj8VNlRAImKBWi);1;R$125.97;74%;R$219.90
680;Saída Maternidade Cecília;Feminino;P - Bebê;Rosa;WhatsApp Image 2021-12-11 at 18_12_57 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recYCzGd8IQPwGjy9/fldknrxBWGyUjOsAV/attdfYGRs1ocbpSOC);1;R$130.00;75%;R$227.90
682;Saída Maternidade Maria Flor Bordado;Feminino;P - Bebê;ROSA;WhatsApp Image 2021-12-11 at 18_13_27 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoeCQwwo0ZGCwdx/fldknrxBWGyUjOsAV/attbPDIebIHFzARq8);1;R$108.12;75%;R$189.90
684;Sapato acrílico tricot;Unisex;RN - Recém Nascido;Sortida;WhatsApp Image 2021-12-11 at 18.12.59 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJoJ9TUmj9bvHZE/fldknrxBWGyUjOsAV/att4wPF1dZSCnStfj), WhatsApp Image 2021-12-11 at 18.12.59.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJoJ9TUmj9bvHZE/fldknrxBWGyUjOsAV/attncEuBlIu9VLZZt), WhatsApp Image 2021-12-11 at 18.13.01 (5).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJoJ9TUmj9bvHZE/fldknrxBWGyUjOsAV/att2eZSRFaocr77PP);12;R$2.00;250%;R$7.90
685;Luva acrílico tricot;Unisex;RN - Recém Nascido;Sortida;20211207_212430.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDVkTkkfm6LeDYJ/fldknrxBWGyUjOsAV/attV1qxosdY34xA8l), WhatsApp Image 2021-12-11 at 18.13.25 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDVkTkkfm6LeDYJ/fldknrxBWGyUjOsAV/attiOE0b30yVwOVQW), WhatsApp Image 2021-12-11 at 18.13.27.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDVkTkkfm6LeDYJ/fldknrxBWGyUjOsAV/attEujgMLFEK1IM44);11;R$2.00;250%;R$7.90
691;Conjunto Body e Short Curto Liso;Unisex;M - Bebê;Azul Marinho;;1;R$19.70;100%;R$39.90
693;Conjunto Body e Short Curto Liso;Unisex;1 Ano;Azul Marinho;;1;R$19.70;100%;R$39.90
695;Calça Ribana ;Unisex;4 anos;VERMELHO;;1;R$14.98;95%;R$29.90
698;Conjunto Body e Short Curto Raposa ;Feminino;P - Bebê;Amarelo;;1;R$19.70;100%;R$39.90
702;Conjunto Body e Short Curto Raposa ;Feminino;2 Anos;Amarelo;;1;R$19.70;100%;R$39.90
703;Camiseta Manga Longa + Calça Tubarão Mergulhador;Masculino;1 Ano;Azul;;1;R$19.70;100%;R$39.90
705;Camiseta Manga Longa + Calça Tubarão Mergulhador;Masculino;3 Anos;Azul;;1;R$19.71;100%;R$39.90
706;Conjunto Body e Short Curto Tulipa ;Feminino;P - Bebê;Rosa;;1;R$19.70;100%;R$39.90
707;Conjunto Body e Short Curto Tulipa ;Feminino;2 Anos;Rosa;;1;R$19.70;100%;R$39.90
716;Short de Ribana ;Unisex;P - Bebê;VERMELHO;;1;R$12.83;76%;R$23.90
717;Short de Ribana ;Unisex;M - Bebê;VERMELHO;;1;R$12.83;76%;R$23.90
718;Short de Ribana ;Unisex;G - Bebê;VERMELHO;;1;R$12.83;76%;R$23.90
720;Short de Ribana ;Unisex;2 Anos;VERMELHO;;1;R$12.83;76%;R$23.90
721;Short de Ribana ;Unisex;3 Anos;VERMELHO;;1;R$12.83;76%;R$23.90
724;Macacão Longo com Zíper Zebra;Masculino;G - Bebê;Azul;20220323_085244.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec45uHEzJRP5C3CR/fldknrxBWGyUjOsAV/attyqWiPILfPDNA2L);1;R$21.43;80%;R$39.90
730;Body Manga Curta Planetas;Unisex;M - Bebê;Preto;;1;R$14.98;70%;R$25.90
732;Macacão Regata Alce;Feminino;P - Bebê;verde;;1;R$19.70;76%;R$35.90
733;Macacão Regata Alce;Feminino;M - Bebê;verde;;1;R$19.70;76%;R$35.90
736;Macacão Regata Pinguim;Masculino;M - Bebê;verde;;1;R$19.70;76%;R$35.90
737;Macacão Regata Pinguim;Masculino;G - Bebê;verde;;1;R$19.70;76%;R$35.90
739;Conjunto Body e Short Curto Avião;Masculino;P - Bebê;Azul Marinho;;1;R$19.71;100%;R$39.90
740;Conjunto Body e Short Curto Pinguim;Masculino;M - Bebê;Amarelo;conjunto-curto-raccoon-251-c3b4f455ecfe98596216337237981405-1024-1024.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recABVbYNMrtluUAw/fldknrxBWGyUjOsAV/attMN2mbXaUZMxND9);2;R$18.69;110%;R$39.90
742;Mini Saia + Faixa Cactos;Feminino;1 Ano;verde;;1;R$11.22;140%;R$27.90
743;Mini Saia + Faixa Cactos;Feminino;2 Anos;verde;;1;R$11.22;140%;R$27.90
745;Conjunto Body e Short Curto Mancha Preta;Feminino;P - Bebê;Branco;;1;R$24.63;60%;R$39.90
746;Conjunto Body e Short Curto Mancha Preta;Feminino;M - Bebê;Branco;;1;R$24.63;60%;R$39.90
754;Camiseta Manga Curta + Short Constelação;Unisex;4 anos;Preto;;1;R$24.63;60%;R$39.90
759;Conjunto Body e Short Curto Raposa;Feminino;3 Anos;verde;;1;R$19.70;100%;R$39.90
760;Conjunto Body e Short Curto Raposa Digital;Feminino;P - Bebê;Marrom;;1;R$19.70;100%;R$39.90
762;Conjunto Body e Short Curto Raposa Digital;Feminino;G - Bebê;Marrom;;1;R$19.70;100%;R$39.90
764;Conjunto Body e Short Curto Raposa Digital;Feminino;2 Anos;Marrom;;1;R$19.70;100%;R$39.90
766;Macacão Regata Gato Pow;Masculino;P - Bebê;Azul;;1;R$19.70;76%;R$35.90
767;Macacão Regata Gato Pow;Masculino;M - Bebê;Azul;;1;R$19.70;76%;R$35.90
770;Vestido Botões Tecido Mundo Ray;Feminino;4 anos;VERMELHO;WhatsApp Image 2022-02-08 at 23.51.47 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recpXsSdkqfh7ovP5/fldknrxBWGyUjOsAV/attvYgRkpep2zbAAG);1;R$37.48;74%;R$65.90
772;Vestido Botões Tecido Mundo Ray;Feminino;8 anos;VERMELHO;WhatsApp Image 2022-02-08 at 23.51.47 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLHY2T9ciaaq872/fldknrxBWGyUjOsAV/attvYgRkpep2zbAAG);1;R$37.48;74%;R$65.90
773;Vestido Alça Algodão Liso Mundo Ray;Feminino;2 Anos;Branco;WhatsApp Image 2022-02-08 at 23.51.47.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjGSZUxt6ZgRYBC/fldknrxBWGyUjOsAV/att5ByYfMpqAWxWzi);1;R$32.13;75%;R$56.90
775;Vestido Alça Algodão Liso Mundo Ray;Feminino;6 anos;Branco;WhatsApp Image 2022-02-08 at 23.51.47.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recxQCX5tiubOG5lM/fldknrxBWGyUjOsAV/att5ByYfMpqAWxWzi);1;R$32.13;75%;R$56.90
776;Vestido Alça Algodão Liso Mundo Ray;Feminino;8 anos;Branco;WhatsApp Image 2022-02-08 at 23.51.47.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0bMGxfM0fJmnzr/fldknrxBWGyUjOsAV/att5ByYfMpqAWxWzi);1;R$32.13;75%;R$56.90
777;Vestido Alça Algodão Liso Mundo Ray;Feminino;2 Anos;VERMELHO;WhatsApp Image 2022-02-08 at 23.51.47 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSO8YCyoxQVsrrX/fldknrxBWGyUjOsAV/attYB5EpUPrQ2I88L);1;R$32.13;75%;R$56.90
778;Vestido Alça Algodão Liso Mundo Ray;Feminino;4 anos;VERMELHO;WhatsApp Image 2022-02-08 at 23.51.47 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recP2XvA8bwpIorkP/fldknrxBWGyUjOsAV/attYB5EpUPrQ2I88L);1;R$32.13;75%;R$56.90
779;Vestido Alça Algodão Liso Mundo Ray;Feminino;6 anos;VERMELHO;WhatsApp Image 2022-02-08 at 23.51.47 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec4BBPzIjMVKHylH/fldknrxBWGyUjOsAV/attYB5EpUPrQ2I88L);1;R$32.13;75%;R$56.90
781;Conjunto Mauricinho Patrulha Canina P;Masculino;2 Anos;Azul;WhatsApp Image 2022-03-02 at 22_01_40 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1hpZWhgpvnjx8B/fldknrxBWGyUjOsAV/attu2wCtHUE7lwhnN);1;R$23.80;75%;R$42.90
783;Conjunto Mauricinho Dinossauro P;Masculino;2 Anos;;WhatsApp Image 2022-03-02 at 22_01_41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgGs0rQEmcQNQUR/fldknrxBWGyUjOsAV/att3t8XEBpBP9GDqf);1;R$23.80;75%;R$42.90
784;Romper Saia Magali;Feminino;1 Ano;VERMELHO;WhatsApp Image 2022-03-02 at 22_01_40 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQlGG1FaC4Bj9vL/fldknrxBWGyUjOsAV/attLuLezQVIDoTuAC);1;R$16.23;81%;R$29.90
785;Romper Calcinha Moranguinho;Feminino;1 Ano;Branco;WhatsApp Image 2022-03-02 at 22_01_41 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoH0pXYhoOLUWj8/fldknrxBWGyUjOsAV/attnpzlpcoQKCof8g);2;R$16.23;81%;R$29.90
786;Romper Xadrez colorido;Feminino;Unico;;;1;R$16.23;81%;R$29.90
787;Romper Bolofofos;Feminino;Unico;;WhatsApp Image 2022-03-02 at 22_01_43 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8ZitCjFttHYcTv/fldknrxBWGyUjOsAV/attk1SjXJlU5o04ir);1;R$16.23;81%;R$29.90
788;"Body Festa na Piscina";Masculino;Unico;;;1;R$10.82;172%;R$29.90
793;Bermuda Verão M;Masculino;4 anos;VERMELHO;WhatsApp Image 2022-03-02 at 22.01.42 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec17cDEYem9WvAM5/fldknrxBWGyUjOsAV/attojbtPw5OFGlVE5);1;R$10.82;80%;R$19.90
796;Bermuda com suspensório PP;Masculino;1 Ano;Bege;WhatsApp Image 2022-03-02 at 22_01_44 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechvW0HZlBc9pBzq/fldknrxBWGyUjOsAV/attTy4uBT8jL9ET7p);1;R$20.56;75%;R$36.90
798;Bermuda com suspensório M;Masculino;4 anos;Bege;WhatsApp Image 2022-03-02 at 22_01_44 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNg0JXM4Ke1fYLI/fldknrxBWGyUjOsAV/attTy4uBT8jL9ET7p);1;R$20.56;75%;R$36.90
799;Camisa Patrulha Canina PP;Masculino;1 Ano;Azul;WhatsApp Image 2022-03-02 at 22_01_41 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recijKxbdHNvcpbSg/fldknrxBWGyUjOsAV/attscxkMkrn5kiccC);1;R$17.31;70%;R$29.90
800;Camisa Safari PP;Masculino;1 Ano;verde;WhatsApp Image 2022-03-02 at 22_01_42 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu2HyufSZQemIun/fldknrxBWGyUjOsAV/attM2Nn9zBvgsxgVD);1;R$17.31;70%;R$29.90
809;Jardineira Longa bolso canguru estampa safari;Masculino;4 anos;Azul;WhatsApp Image 2022-03-20 at 18.33.45.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8oK4DPo4bzNHAW/fldknrxBWGyUjOsAV/attgMMlmSYQmBnBOf);1;R$22.01;75%;R$39.90
813;Macacão Manga Curta Avião;Masculino;M - Bebê;Azul Marinho;WhatsApp Image 2022-03-20 at 18.33.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recPSkjzjm7PytvhL/fldknrxBWGyUjOsAV/attrmUL7WxgWPsZJU);1;R$14.72;140%;R$35.90
814;Macacão Manga Curta Avião;Masculino;G - Bebê;Azul Marinho;WhatsApp Image 2022-03-20 at 18.33.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7u59BbS1n4ERWs/fldknrxBWGyUjOsAV/attrmUL7WxgWPsZJU);1;R$14.72;140%;R$35.90
815;Body Regata + Short Piratas;Masculino;P - Bebê;Azul;20220429_132623.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBcug95w9rsxLMA/fldknrxBWGyUjOsAV/attm7aOlgyFYkSfCT);1;R$17.67;120%;R$39.90
816;Macacão Regata Dino;Masculino;P - Bebê;Cinza;WhatsApp Image 2022-03-20 at 18.33.41 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdxId7ZIKCL2TF9/fldknrxBWGyUjOsAV/atturii01xgnX7nJ8);1;R$14.72;140%;R$35.90
819;Calça Moletom lisa;Masculino;3 Anos;Cinza;WhatsApp Image 2022-03-20 at 18.33.40 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccu50qV8Qj7JuOc/fldknrxBWGyUjOsAV/attdlR0DQy5JxxfhD);1;R$9.20;111%;R$19.90
820;Conjunto tactel submarino;Masculino;3 Anos;Azul;WhatsApp Image 2022-03-20 at 18.33.47 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfaqRxaKikA6BcY/fldknrxBWGyUjOsAV/attdznVGLPsvAwnuq);1;R$14.72;100%;R$29.90
829;conjunto tactel dino lápis;Masculino;3 Anos;VERMELHO;WhatsApp Image 2022-03-20 at 18.33.47 (5).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recraI5MW9AS01emN/fldknrxBWGyUjOsAV/attC2YLdzQDzqapMl);1;R$14.72;100%;R$29.90
832;Conjunto body + short balão;Masculino;M - Bebê;Amarelo;WhatsApp Image 2022-03-20 at 18.33.46.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZHAIZfoVoPIET3/fldknrxBWGyUjOsAV/attJ5xZghuBKAr50u);1;R$17.67;120%;R$39.90
837;Macacão Manga Curta Gato Pow;Masculino;P - Bebê;Azul;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recABlO8wNFB2U2wN/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);1;R$14.72;140%;R$35.90
838;Macacão Manga Curta Gato Pow;Masculino;M - Bebê;Azul;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSIsfc6cK18LLhP/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);1;R$14.72;140%;R$35.90
839;Macacão Manga Curta Gato Pow;Masculino;G - Bebê;Azul;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwX7VBkVZo6ilUf/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);1;R$14.72;140%;R$35.90
846;Jardineira curta constelação;Unisex;1 Ano;Preto;;1;R$19.14;106%;R$39.90
849;Jardineira curta constelação;Unisex;4 anos;Preto;;1;R$19.14;106%;R$39.90
850;Jardineira Longa bolso canguru urso polar ;Unisex;M - Bebê;Azul;;1;R$22.01;75%;R$39.90
856;short tactel dino;Masculino;1 Ano;Preto;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechj1smhL70yxSKm/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);1;R$7.36;164%;R$19.90
857;short tactel dino;Masculino;2 Anos;Preto;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recktt3k4kgyfbBUQ/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);1;R$7.36;164%;R$19.90
858;short tactel dino;Masculino;3 Anos;Preto;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6snnzj92YsZEXR/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);1;R$7.36;164%;R$19.90
859;Conjunto Body e Short Suedine Estampado;Unisex;P - Bebê;;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/attKeC7GqlnVNWkBO), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/att35Hpi950GAcyzL);5;R$19.27;100%;R$39.90
860;Conjunto Body e Short Suedine Estampado;Unisex;M - Bebê;;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8xomcYFQUBdfwy/fldknrxBWGyUjOsAV/attpdY2gHdP0hZDwx), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8xomcYFQUBdfwy/fldknrxBWGyUjOsAV/attqwkicxgypOh92D);5;R$19.27;100%;R$39.90
861;Conjunto Body e Short Suedine Estampado;Unisex;G - Bebê;;20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recF7rf9rkpAnFFig/fldknrxBWGyUjOsAV/attZIongfmkRCHste), 20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recF7rf9rkpAnFFig/fldknrxBWGyUjOsAV/att14QnxD85zFV8Bc);5;R$19.27;100%;R$39.90
862;Conjunto Body e Short Suedine Estampado;Unisex;XG - Bebê;;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciZvRVQFhoarKTe/fldknrxBWGyUjOsAV/atthIdooXZdBZr78U), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciZvRVQFhoarKTe/fldknrxBWGyUjOsAV/attRyHD9tgqO1ntdZ);5;R$19.27;100%;R$39.90
863;Conjunto Longo Body e Calça Ribaninha Liso;Unisex;P - Bebê;;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);5;R$20.23;95%;R$39.90
864;Conjunto Longo Body e Calça Ribaninha Liso;Unisex;M - Bebê;;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);5;R$20.23;95%;R$39.90
865;Conjunto Longo Body e Calça Ribaninha Liso;Unisex;G - Bebê;;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);5;R$20.23;95%;R$39.90
867;Conjunto Body + Calça Canelado ;Unisex;G - Bebê;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSTwFu1A9nwaLW8/fldknrxBWGyUjOsAV/attZ168Wnm1uB7Jma);5;R$19.27;100%;R$39.90
868;Tshirt Mãe e Filha;Feminino;M - Adulto;;;1;R$28.62;37%;R$39.90
870;Tshirt Mãe e Filha;Feminino;4 anos;;;1;R$20.58;90%;R$39.90
873;Tshirt Mãe e Filha;Feminino;P - Adulto;;;1;R$28.62;37%;R$39.90
874;"Conjunto Cropped e Saia Mariana";Feminino;2 Anos;;20220523_182233.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbZOUl093gPRTX7/fldknrxBWGyUjOsAV/attDPiTDsO4EUWtGv), 20220523_182220.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbZOUl093gPRTX7/fldknrxBWGyUjOsAV/attgzzFobt1X0nov7);1;R$28.62;72%;R$49.90
878;"Vestido Bianca Lilás com Florzinha";Feminino;8 anos;;;1;R$28.62;72%;R$49.90
879;Tshirt Infantil Mundo Ray ;Feminino;2 Anos;;;1;R$14.83;71%;R$25.90
885;Camiseta Manga Curta Aquarela Trick Nick Dino;Masculino;6 anos;Branco;20220523_191743.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFALeoYiZbmMU3L/fldknrxBWGyUjOsAV/attJpGeLKx6dX595e);1;R$18.00;75%;R$32.90
888;Blusa Maga Longa Casaco Urso;Masculino;3 Anos;Marrom;WhatsApp Image 2022-08-23 at 22.02.09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech7zzL40hSmUc1e/fldknrxBWGyUjOsAV/att6hKncYHcSPd4ZM);1;R$21.40;75%;R$37.90
891;Blusa Maga Longa Casaco Urso;Masculino;8 anos;Marrom;WhatsApp Image 2022-08-23 at 22.02.09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recPcJtfwVqJeYpT5/fldknrxBWGyUjOsAV/att6hKncYHcSPd4ZM);1;R$27.06;68%;R$45.90
